statePostalCode,state,county,stationId,siteNumber,placeName,huc,Region,totalArea,siteTypeDescription,latitude,longitude,latLongAccuracyDescription,googleMap
FL,FLORIDA,MIAMI-DADE,2.52E+14,2.52E+14,C-111E ABV CONFLUENCE WITH C-111 NR FLORIDA CITY,,,-999,STREAM,25.37,-80.525,R,"<a href=http://maps.google.com/?q=25.3706706024,-80.5250587019+(252213080313100)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.52E+14,2.52E+14,C-111 NEAR C-111E,,,-999,STREAM,25.358,-80.525,U,"<a href=http://maps.google.com/?q=25.3587265886,-80.5250587762+(252130080313100)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.52E+14,2.52E+14,"C-111E ABOVE S-178 NR HOMESTEAD, FL (USGS)",,,-999,STREAM,25.408,-80.523,R,"<a href=http://maps.google.com/?q=25.4081692465,-80.5239473276+(252428080312700)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.52E+14,2.52E+14,C-111 CANAL 100 FT ABV S-177 NR HOMESTEAD,,,-999,STREAM,25.404,-80.558,U,"<a href=http://maps.google.com/?q=25.404280627,-80.5586705013+(252414080333200)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.53E+14,2.53E+14,"CANAL L-31N 0.6 MI N OF S-176 NR FLORIDA CITY, FL",3090202,South Atlantic-Gulf,-999,STREAM,25.49,-80.562,S,"<a href=http://maps.google.com/?q=25.4909441813,-80.5622811649+(252926080334500)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.53E+14,2.53E+14,CANAL C-111 1.5 MI N AT S-177 NR FLORIDA CITY,3090202,South Atlantic-Gulf,-999,STREAM,25.425,-80.559,S,"<a href=http://maps.google.com/?q=25.4253909798,-80.5595037245+(252530080333500)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.53E+14,2.53E+14,"CANAL C-113 AT SW 217TH AVE NR FLORIDA CITY, FL",3090202,South Atlantic-Gulf,-999,STREAM,25.481,-80.542,S,"<a href=http://maps.google.com/?q=25.481222236,-80.5422806938+(252851080323300)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.53E+14,2.53E+14,"CANAL C-111 AT MILE MARKER 3 NR FLORIDA CITY, FL",3090202,South Atlantic-Gulf,-999,STREAM,25.45,-80.559,S,"<a href=http://maps.google.com/?q=25.4503900781,-80.5595035677+(252700080333500)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.53E+14,2.53E+14,CANAL C-113 1 MI E OF SW 217TH AVE NR FLORIDA CITY,3090202,South Atlantic-Gulf,-999,STREAM,25.482,-80.526,S,"<a href=http://maps.google.com/?q=25.4823332478,-80.5261691472+(252855080313500)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.53E+14,2.53E+14,"FROG POND CULVERT WEST OF C111 NR FLORIDA CITY,FL",3090202,South Atlantic-Gulf,-999,STREAM,25.432,-80.56,S,"<a href=http://maps.google.com/?q=25.4328907113,-80.5600592478+(252557080333700)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.53E+14,2.53E+14,CANAL C-111 BELOW S-176 NR FLORIDA CITY,3090202,South Atlantic-Gulf,-999,STREAM,25.479,-80.562,S,"<a href=http://maps.google.com/?q=25.4795557031,-80.5622812364+(252845080334500)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.53E+14,2.53E+14,"CANAL C-111E AT SW 217 AVE NR FLORIDA CITY, FL",3090202,South Atlantic-Gulf,-999,STREAM,25.419,-80.541,S,"<a href=http://maps.google.com/?q=25.4198355586,-80.5417255071+(252510080323100)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.53E+14,2.53E+14,L31 WEST @ S-332,,,-999,STREAM,25.423,-80.59,U,"<a href=http://maps.google.com/?q=25.4234467189,-80.5900601075+(252523080352500)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.53E+14,2.53E+14,BLACK CREEK CANAL NEAR S-21,,,-999,STREAM,25.567,-80.365,U,"<a href=http://maps.google.com/?q=25.567051429,-80.3656094728+(253400080215700)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.53E+14,2.53E+14,"HEADWATERS OF ROOKERY BRANCH NR HOMESTEAD, FL",,,-999,STREAM,25.465,-80.857,U,"<a href=http://maps.google.com/?q=25.4659464328,-80.8578451511+(252756080512900)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.53E+14,2.53E+14,SHARK RIVER SLOUGH AT S-1,,,-999,STREAM,25.472,-80.844,U,"<a href=http://maps.google.com/?q=25.4720572474,-80.8447891544+(252818080504200)&z=14>google map</a>"
FL,FLORIDA,COLLIER,2.55E+14,2.55E+14,"TAMIAMI CANAL AT BRIDGE 030114 NR MIAMI, FL",,,-999,STREAM,25.832,-80.904,U,"<a href=http://maps.google.com/?q=25.832876808,-80.9042336392+(254957080541600)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.55E+14,2.55E+14,"TAMIAMI CNL CULVERT 5.3 MI E OF S-12-D NR MIAMI,FL",,,-999,STREAM,25.761,-80.596,U,"<a href=http://maps.google.com/?q=25.7612119045,-80.5964478881+(254539080354800)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.55E+14,2.55E+14,"TAMIAMI CANAL CULVERT BELOW S343B NR MIAMI, FL",,,-999,STREAM,25.788,-80.855,U,"<a href=http://maps.google.com/?q=25.7881560983,-80.8550658735+(254716080511900)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.55E+14,2.55E+14,"TAMIAMI CANAL ABOVE S-12-D NEAR MIAMI, FL",,,-999,STREAM,25.762,-80.681,U,"<a href=http://maps.google.com/?q=25.7623231667,-80.6814501374+(254543080405400)&z=14>google map</a>"
FL,FLORIDA,COLLIER,2.55E+14,2.55E+14,"GANNET STRAND AT BRIDGE 030098 NR MONROE ST, FL",,,-999,STREAM,25.859,-81.059,U,"<a href=http://maps.google.com/?q=25.8595431596,-81.059237596+(255133081033400)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.55E+14,2.55E+14,L-67A CANAL,,,-999,STREAM,25.829,-80.618,U,"<a href=http://maps.google.com/?q=25.8295426921,-80.6186704022+(254945080370800)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.55E+14,2.55E+14,"TAMIAMI CANAL ABOVE S-12-A NEAR MIAMI, FL",,,-999,STREAM,25.762,-80.819,U,"<a href=http://maps.google.com/?q=25.7623236064,-80.8195094639+(254543080491100)&z=14>google map</a>"
FL,FLORIDA,MONROE,2.55E+14,2.55E+14,"ROBERTS LAKE STRAND OFF LOOP ROAD NR MONROE ST, FL",,,-999,STREAM,25.787,-81.098,U,"<a href=http://maps.google.com/?q=25.7876017782,-81.0989612721+(254714081055700)&z=14>google map</a>"
FL,FLORIDA,COLLIER,2.55E+14,2.55E+14,"TURNER R RD 3 CULVERTS 0.8 MI N US41 NR NAPLES, FL",,,-999,STREAM,25.9,-81.261,U,"<a href=http://maps.google.com/?q=25.9006536821,-81.2611870002+(255401081154100)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.55E+14,2.55E+14,"TAMIAMI CANAL BRIDGE 870585 NR MIAMI, FL",,,-999,STREAM,25.761,-80.498,U,"<a href=http://maps.google.com/?q=25.7614894469,-80.4983897305+(254540080295500)&z=14>google map</a>"
FL,FLORIDA,COLLIER,2.55E+14,2.55E+14,"TURNER R. AT BRIDGE 030083 NR NAPLES, FL",,,-999,STREAM,25.891,-81.27,U,"<a href=http://maps.google.com/?q=25.8912096591,-81.2700761633+(255327081161300)&z=14>google map</a>"
FL,FLORIDA,COLLIER,2.56E+14,2.56E+14,"TAMIAMI CANAL BRIDGE 030064 NR NAPLES, FL",,,-999,STREAM,25.937,-81.459,U,"<a href=http://maps.google.com/?q=25.9378752867,-81.4598030156+(255615081273600)&z=14>google map</a>"
FL,FLORIDA,COLLIER,2.56E+14,2.56E+14,"BARRON R. 0.7 MILES N OF US-41 NR NAPLES, FL",,,-999,STREAM,25.92,-81.358,U,"<a href=http://maps.google.com/?q=25.9200977462,-81.3581338348+(255511081213000)&z=14>google map</a>"
FL,FLORIDA,COLLIER,2.56E+14,2.56E+14,"TAMIAMI CANAL BRIDGE 030070 NR NAPLES, FL",,,-999,STREAM,25.925,-81.422,U,"<a href=http://maps.google.com/?q=25.9256533625,-81.4220243329+(255531081252000)&z=14>google map</a>"
FL,FLORIDA,COLLIER,2.56E+14,2.56E+14,"FAKA UNION CANAL ABV WEIR AT US-41 NR NAPLES, FL",,,-999,STREAM,25.959,-81.509,U,"<a href=http://maps.google.com/?q=25.9598191433,-81.5092486097+(255734081303400)&z=14>google map</a>"
FL,FLORIDA,COLLIER,2.60E+14,2.6E+14,"TAMIAMI CANAL AT TOMATO RD GAGE NR NAPLES, FL",,,-999,STREAM,26.005,-81.608,U,"<a href=http://maps.google.com/?q=26.0059290051,-81.6089730479+(260020081363300)&z=14>google map</a>"
FL,FLORIDA,COLLIER,2.60E+14,2.6E+14,"HENDERSON CR AT US-41 GAGE ABV WEIR NR NAPLES, FL",,,-999,STREAM,26.057,-81.689,U,"<a href=http://maps.google.com/?q=26.0575940352,-81.6892525302+(260326081412200)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.62E+14,2.62E+14,MIAMI CANAL AT S-8,,,-999,STREAM,26.331,-80.774,U,"<a href=http://maps.google.com/?q=26.3317463925,-80.774227981+(261953080462800)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.62E+14,2.62E+14,OKALOACOOCHEE SLOUGH AT SR 858,,,-999,STREAM,26.26,-81.231,U,"<a href=http://maps.google.com/?q=26.2606391999,-81.2317401129+(261537081135500)&z=14>google map</a>"
FL,FLORIDA,MIAMI-DADE,2.72E+14,2.72E+14,KISSIMMEE RIVER NEAR S-65E,,,-999,STREAM,27.296,-80.995,U,"<a href=http://maps.google.com/?q=27.2969886356,-80.9950645866+(271748080594300)&z=14>google map</a>"
FL,FLORIDA,HILLSBOROUGH,2.80E+14,2.8E+14,HILLSBOROUGH R AT RAILROAD PARK NR TEMPLE TERR FL,3100205,South Atlantic-Gulf,-999,STREAM,28.046,-82.367,1,"<a href=http://maps.google.com/?q=28.0469070563,-82.3670089858+(280248082220200)&z=14>google map</a>"
LA,LOUISIANA,TERREBONNE,2.93E+14,2.93E+14,BAYOU PENCHANT S. OF BAYOU BLACK SETTLEMENT,8090302,Lower Mississippi,-999,STREAM,29.522,-91.004,U,"<a href=http://maps.google.com/?q=29.5224360229,-91.0048195985+(293120091001700)&z=14>google map</a>"
LA,LOUISIANA,TERREBONNE,2.93E+14,2.93E+14,BAYOU COPESAW SOUTH OF BAYOU PENCHANT,8090302,Lower Mississippi,-999,STREAM,29.476,-90.976,U,"<a href=http://maps.google.com/?q=29.4763263186,-90.976485545+(292834090583500)&z=14>google map</a>"
TX,TEXAS,GUADALUPE,2.93E+14,2.93E+14,"GUADALUPE RV AT FM 1117 BL SEGUIN, TX",12100202,Texas-Gulf,1893,STREAM,29.535,-97.88,F,"<a href=http://maps.google.com/?q=29.5357872707,-97.880558395+(293208097524999)&z=14>google map</a>"
TX,TEXAS,GUADALUPE,2.93E+14,2.93E+14,"GERONIMO CK AT HWY 90A NR SEGUIN, TX",12100202,Texas-Gulf,65.6,STREAM,29.573,-97.928,F,"<a href=http://maps.google.com/?q=29.5730078716,-97.9286150388+(293422097554299)&z=14>google map</a>"
TX,TEXAS,GONZALES,2.93E+14,2.93E+14,"SAN MARCOS RV AT HWY 90A NR GONZALES, TX",12100203,Texas-Gulf,1354,STREAM,29.514,-97.494,F,"<a href=http://maps.google.com/?q=29.5141249239,-97.4941601381+(293050097293899)&z=14>google map</a>"
LA,LOUISIANA,TERREBONNE,2.93E+14,2.93E+14,CARENCRO BAYOU BELOW JCT WITH B. PENCHANT,,,-999,STREAM,29.488,-91.075,U,"<a href=http://maps.google.com/?q=29.4885482508,-91.0750997828+(292918091043000)&z=14>google map</a>"
LA,LOUISIANA,TERREBONNE,2.93E+14,2.93E+14,B. PENCHANT MOUTH AT B. CHENE,,,-999,STREAM,29.546,-91.122,U,"<a href=http://maps.google.com/?q=29.5468799007,-91.1226012794+(293248091072100)&z=14>google map</a>"
LA,LOUISIANA,TERREBONNE,2.93E+14,2.93E+14,(P8)BLUEBIRD CANAL NEAR BAYOU COPESAW,,,-999,STREAM,29.551,-90.986,S,"<a href=http://maps.google.com/?q=29.5516019041,-90.9867636433+(293305090591200)&z=14>google map</a>"
TX,TEXAS,GUADALUPE,2.94E+14,2.94E+14,"GUADALUPE RV AT HWY 78 ABV SEGUIN, TX",12100202,Texas-Gulf,1733,STREAM,29.59,-98.036,F,"<a href=http://maps.google.com/?q=29.5907843731,-98.0361174206+(293526098020999)&z=14>google map</a>"
LA,LOUISIANA,TERREBONNE,2.94E+14,2.94E+14,AVOCA CUTOFF SOUTH OF BAYOU CHENE,,,-999,STREAM,29.598,-91.195,U,"<a href=http://maps.google.com/?q=29.5988226622,-91.1959367658+(293555091114500)&z=14>google map</a>"
LA,LOUISIANA,TERREBONNE,2.94E+14,2.94E+14,TURTLE BAYOU NR BAYOU PENCHANT,,,-999,STREAM,29.59,-91.07,U,"<a href=http://maps.google.com/?q=29.5902117717,-91.0703773634+(293524091041300)&z=14>google map</a>"
LA,LOUISIANA,TERREBONNE,2.94E+14,2.94E+14,(P3) GIWW AT BAY WALLACE,,,-999,STREAM,29.629,-91.008,S,"<a href=http://maps.google.com/?q=29.6290994325,-91.0089866717+(293744091003200)&z=14>google map</a>"
LA,LOUISIANA,JEFFERSON,2.95E+14,2.95E+14,KENTA CANAL NORTHWEST OF CROWN POINT,8090301,Lower Mississippi,-999,STREAM,29.812,-90.127,U,"<a href=http://maps.google.com/?q=29.8124304342,-90.1275738626+(294844090073900)&z=14>google map</a>"
LA,LOUISIANA,JEFFERSON,2.95E+14,2.95E+14,"BYU SEGNETTE 4.6 MI S OF WESTWEGO, LA",8090301,Lower Mississippi,-999,STREAM,29.832,-90.164,U,"<a href=http://maps.google.com/?q=29.8327077405,-90.1647970941+(294957090095300)&z=14>google map</a>"
TX,TEXAS,HAYS,2.95E+14,2.95E+14,"SAN MARCOS RV AT IH 35, SAN MARCOS, TX",12100203,Texas-Gulf,90,STREAM,29.874,-97.931,S,"<a href=http://maps.google.com/?q=29.8746641229,-97.9313938737+(295228097555200)&z=14>google map</a>"
TX,TEXAS,HAYS,2.95E+14,2.95E+14,"SAN MARCOS RV AT CR 266 NR SAN MARCOS, TX",12100203,Texas-Gulf,530,STREAM,29.857,-97.896,F,"<a href=http://maps.google.com/?q=29.8571650646,-97.8969486582+(295125097534899)&z=14>google map</a>"
TX,TEXAS,HAYS,2.95E+14,2.95E+14,"SAN MARCOS RV ABV BLANCO RV BL SAN MARCOS, TX",12110102,Texas-Gulf,94,STREAM,29.861,-97.921,F,"<a href=http://maps.google.com/?q=29.8618868792,-97.9219491764+(295142097551899)&z=14>google map</a>"
FL,FLORIDA,GILCHRIST,2.95E+14,2.95E+14,SANTA FE RIVER NEAR GINNIE SPRING (64),,,-999,STREAM,29.836,-82.699,S,"<a href=http://maps.google.com/?q=29.83690382,-82.6998419559+(295012082420000)&z=14>google map</a>"
FL,FLORIDA,GILCHRIST,2.95E+14,2.95E+14,SUWANNEE RIVER NEAR ROCK BLUFF SPRING (47),,,-999,STREAM,29.798,-82.921,S,"<a href=http://maps.google.com/?q=29.798565761,-82.9212373968+(294754082551700)&z=14>google map</a>"
LA,LOUISIANA,ST. CHARLES,2.95E+14,2.95E+14,(N2)SALVADOR WMA CANAL NEXT TO FWS CAMP (SITE 1),,,-999,STREAM,29.77,-90.291,S,"<a href=http://maps.google.com/?q=29.770695895,-90.2918119529+(294626090175200)&z=14>google map</a>"
LA,LOUISIANA,JEFFERSON,2.95E+14,2.95E+14,(N6)PIPELINE CANAL NORTH OF SEGNETTE WATERWAY,,,-999,STREAM,29.765,-90.142,S,"<a href=http://maps.google.com/?q=29.7657596128,-90.1427827519+(294620090093000)&z=14>google map</a>"
LA,LOUISIANA,JEFFERSON,2.95E+14,2.95E+14,KENTA CANAL WEST OF ROSECROWN,,,-999,STREAM,29.773,-90.111,S,"<a href=http://maps.google.com/?q=29.773720409,-90.1110540543+(294629090071800)&z=14>google map</a>"
LA,LOUISIANA,ST. MARTIN,2.95E+14,2.95E+14,GRASSY LAKE @ SIMON PASS,,,-999,STREAM,29.768,-91.113,U,"<a href=http://maps.google.com/?q=29.7682617006,-91.1139896548+(294605091065000)&z=14>google map</a>"
LA,LOUISIANA,ST. CHARLES,2.95E+14,2.95E+14,(N1)SALVADOR WMA INTERIOR CANAL,,,-999,STREAM,29.764,-90.323,S,"<a href=http://maps.google.com/?q=29.7647571971,-90.3230156168+(294821090185200)&z=14>google map</a>"
LA,LOUISIANA,JEFFERSON,2.95E+14,2.95E+14,(N9)TARPAPER CANAL EAST OF SEGNETTE WATERWAY,,,-999,STREAM,29.833,-90.161,S,"<a href=http://maps.google.com/?q=29.8333243802,-90.1619358996+(295000090100400)&z=14>google map</a>"
LA,LOUISIANA,JEFFERSON,2.95E+14,2.95E+14,KEYHOLE 6 SOUTH OF WESTWEGO,,,-999,STREAM,29.828,-90.134,S,"<a href=http://maps.google.com/?q=29.8286160954,-90.1345990197+(295031090082900)&z=14>google map</a>"
LA,LOUISIANA,ST. CHARLES,2.95E+14,2.95E+14,(N4)SEGNETTE WATERWAY BELOW BAYOU BADEAUX,,,-999,STREAM,29.808,-90.158,S,"<a href=http://maps.google.com/?q=29.8085278618,-90.158166411+(294929090100200)&z=14>google map</a>"
LA,LOUISIANA,JEFFERSON,2.95E+14,2.95E+14,N-7 (SEGNETTE WATERWAY AT HEY LA BAS),,,-999,STREAM,29.75,-90.141,U,"<a href=http://maps.google.com/?q=29.7507656011,-90.1417410952+(294502090083000)&z=14>google map</a>"
LA,LOUISIANA,ASSUMPTION,2.95E+14,2.95E+14,CANCIENNE CANAL @ HWY 400,,,-999,STREAM,29.871,-91.08,U,"<a href=http://maps.google.com/?q=29.8710372778,-91.0806558611+(295215091045000)&z=14>google map</a>"
LA,LOUISIANA,JEFFERSON,2.95E+14,2.95E+14,(N10)KENTA CANAL AT BAYOU COQUILLE,,,-999,STREAM,29.802,-90.131,S,"<a href=http://maps.google.com/?q=29.8023974046,-90.1313378856+(294830090083700)&z=14>google map</a>"
LA,LOUISIANA,ASSUMPTION,2.95E+14,2.95E+14,BELLE RIVER @ HWY 70,,,-999,STREAM,29.909,-91.208,U,"<a href=http://maps.google.com/?q=29.9099249949,-91.208436952+(295435091123000)&z=14>google map</a>"
LA,LOUISIANA,ST. CHARLES,2.95E+14,2.95E+14,(N3)SALVADOR WMA ON GULF CANAL (NEAR SITES 2 & 3),,,-999,STREAM,29.783,-90.269,S,"<a href=http://maps.google.com/?q=29.7830121991,-90.2691001784+(294725090165000)&z=14>google map</a>"
FL,FLORIDA,SUWANNEE,2.96E+14,2.96E+14,"SUWANNEE R @ 3.75 MI UP FM HWY27 @ BRANFORD,FL",3110205,South Atlantic-Gulf,-999,STREAM,29.989,-82.962,S,"<a href=http://maps.google.com/?q=29.9899502507,-82.9626289146+(295923082574600)&z=14>google map</a>"
FL,FLORIDA,SUWANNEE,2.96E+14,2.96E+14,"SUWANNEE R @ 4.4 MI UP FM HWY27 @ BRANFORD,FL",3110205,South Atlantic-Gulf,-999,STREAM,29.995,-82.968,S,"<a href=http://maps.google.com/?q=29.9957833394,-82.9687402162+(295944082580800)&z=14>google map</a>"
FL,FLORIDA,GULF,2.96E+14,2.96E+14,"APALACHICOLA FP @ SITE 12 NR SUMATRA,FLA",3130011,South Atlantic-Gulf,-999,STREAM,29.939,-85.02,S,"<a href=http://maps.google.com/?q=29.9390935223,-85.0207463469+(295620085011500)&z=14>google map</a>"
TX,TEXAS,KERR,2.96E+14,2.96E+14,"GUADALUPE RV AT HWY 480, CENTER POINT, TX",12100201,Texas-Gulf,648,STREAM,29.946,-99.039,F,"<a href=http://maps.google.com/?q=29.9466050212,-99.0397594843+(295647099022299)&z=14>google map</a>"
TX,TEXAS,KENDALL,2.96E+14,2.96E+14,"CYPRESS CK AT HWY 27, COMFORT, TX",12100201,Texas-Gulf,75.4,STREAM,29.965,-98.915,F,"<a href=http://maps.google.com/?q=29.9657706651,-98.9158674077+(295756098545699)&z=14>google map</a>"
TX,TEXAS,KERR,2.96E+14,2.96E+14,"VERDE CK AT HWY 480 NR CENTER POINT, TX",12100201,Texas-Gulf,43.3,STREAM,29.924,-99.046,F,"<a href=http://maps.google.com/?q=29.9249391285,-99.046981537+(295529099024899)&z=14>google map</a>"
TX,TEXAS,KENDALL,2.96E+14,2.96E+14,"JOSHUA CK AT WELFARE RD NR COMFORT, TX",12100201,Texas-Gulf,38.9,STREAM,29.926,-98.786,F,"<a href=http://maps.google.com/?q=29.9266044325,-98.7866961338+(295535098471199)&z=14>google map</a>"
FL,FLORIDA,SUWANNEE,2.96E+14,2.96E+14,SUWANNEE RIVER NEAR BRANFORD SPRING (40),,,-999,STREAM,29.955,-82.929,S,"<a href=http://maps.google.com/?q=29.9557849668,-82.9295722552+(295720082554700)&z=14>google map</a>"
FL,FLORIDA,SUWANNEE,2.96E+14,2.96E+14,SUWANNEE RIVER NEAR LITTLE RIVER SPRING (38),,,-999,STREAM,29.996,-82.967,S,"<a href=http://maps.google.com/?q=29.9960611382,-82.9676290791+(295945082580400)&z=14>google map</a>"
LA,LOUISIANA,ASSUMPTION,2.96E+14,2.96E+14,BAYOU PIERRE PART @ HWY 70 @ PIERRE PART,,,-999,STREAM,29.966,-91.213,U,"<a href=http://maps.google.com/?q=29.9668681743,-91.2139928467+(295800091125000)&z=14>google map</a>"
FL,FLORIDA,SUWANNEE,3.00E+14,3E+14,"SUWANNEE R @ 7.0 MI UP FM HWY27 @ BRANFORD,FL",3110205,South Atlantic-Gulf,-999,STREAM,30.009,-83,S,"<a href=http://maps.google.com/?q=30.0093935479,-83.0006855059+(300033083000300)&z=14>google map</a>"
FL,FLORIDA,SUWANNEE,3.00E+14,3E+14,"SUWANNEE R @ 5.7 MI UP FM HWY27 @ BRANFORD,FL",3110205,South Atlantic-Gulf,-999,STREAM,30.007,-82.981,S,"<a href=http://maps.google.com/?q=30.0077273409,-82.9812405756+(300030082585300)&z=14>google map</a>"
LA,LOUISIANA,ACADIA,3.00E+14,3E+14,"BAYOU QUEUE DE TORTUE AT LA-HWY 13 NR LELEUX, LA",8080202,Lower Mississippi,88.56,STREAM,30.079,-92.361,1,"<a href=http://maps.google.com/?q=30.0795138889,-92.3616694444+(300446092214200)&z=14>google map</a>"
TX,TEXAS,HAYS,3.00E+14,3E+14,"BLANCO RV AT CR 181 NR WIMBERLY, TX",12100203,Texas-Gulf,269,STREAM,30,-98.2,F,"<a href=http://maps.google.com/?q=30.0004909143,-98.2002895998+(300001098120099)&z=14>google map</a>"
FL,FLORIDA,LAFAYETTE,3.00E+14,3E+14,SUWANNEE RIVER NEAR MEASRSON SPRING (35),,,-999,STREAM,30.041,-83.025,S,"<a href=http://maps.google.com/?q=30.0418927866,-83.0254085792+(300230083013200)&z=14>google map</a>"
FL,FLORIDA,LAFAYETTE,3.00E+14,3E+14,SUWANNEE RIVER NEAR TROY SPRING (36),,,-999,STREAM,30.006,-82.996,S,"<a href=http://maps.google.com/?q=30.006615882,-82.9967965101+(300023082594900)&z=14>google map</a>"
FL,FLORIDA,SUWANNEE,3.01E+14,3.01E+14,"SUWANNEE R @ 1.2 MI DS FR HWY90 @ DOWLING PARK, FL",3110205,South Atlantic-Gulf,-999,STREAM,30.216,-83.243,S,"<a href=http://maps.google.com/?q=30.2166095264,-83.2434727521+(301259083143700)&z=14>google map</a>"
LA,LOUISIANA,ACADIA,3.01E+14,3.01E+14,"BAYOU QUEUE DE TORTUE AT THERIOT RD. NR RAYNE, LA",8080202,Lower Mississippi,25.26,STREAM,30.198,-92.249,5,"<a href=http://maps.google.com/?q=30.1983888889,-92.2497222222+(301154092145900)&z=14>google map</a>"
LA,LOUISIANA,VERMILION,3.01E+14,3.01E+14,"BAYOU GRAND MARAIS AT LA-HWY 699 NR KAPLAN, LA",8080202,Lower Mississippi,20.92,STREAM,30.087,-92.293,5,"<a href=http://maps.google.com/?q=30.0873333333,-92.2931111111+(300514092173500)&z=14>google map</a>"
FL,FLORIDA,LAFAYETTE,3.01E+14,3.01E+14,SUWANNEE RIVER NEAR BLUE SPRING (18),,,-999,STREAM,30.126,-83.225,S,"<a href=http://maps.google.com/?q=30.1266105953,-83.2251378624+(300735083133100)&z=14>google map</a>"
LA,LOUISIANA,IBERVILLE,3.01E+14,3.01E+14,GIWW AT JACK MILLER LANDING,,,-999,STREAM,30.221,-91.316,U,"<a href=http://maps.google.com/?q=30.2210299352,-91.3167756385+(301315091190000)&z=14>google map</a>"
LA,LOUISIANA,JEFFERSON DAVIS,3.02E+14,3.02E+14,"BAYOU NEZPIQUE NEAR PANCHOVILLE, LA",8080201,Lower Mississippi,550.21,STREAM,30.357,-92.627,1,"<a href=http://maps.google.com/?q=30.3577833333,-92.6273111111+(302128092373800)&z=14>google map</a>"
LA,LOUISIANA,ACADIA,3.02E+14,3.02E+14,"BAYOU DES CANNES AT LA-HWY 98 WEST OF IOTA, LA",8080201,Lower Mississippi,358.5,STREAM,30.333,-92.542,5,"<a href=http://maps.google.com/?q=30.33305,-92.5427444444+(301959092323400)&z=14>google map</a>"
LA,LOUISIANA,ACADIA,3.02E+14,3.02E+14,BAYOU PLAQUEMINE BRULE @ LA-HWY 370 NR CHURCHPOINT,8080201,Lower Mississippi,64.19,STREAM,30.4,-92.256,5,"<a href=http://maps.google.com/?q=30.4009166667,-92.2564722222+(302403092152300)&z=14>google map</a>"
LA,LOUISIANA,JEFFERSON DAVIS,3.02E+14,3.02E+14,"E BAYOU LACASSINE AT LA-HWY 99 N OF WELSH, LA",8080202,Lower Mississippi,23.1,STREAM,30.255,-92.821,1,"<a href=http://maps.google.com/?q=30.2556888889,-92.8216527778+(301520092491800)&z=14>google map</a>"
LA,LOUISIANA,JEFFERSON DAVIS,3.02E+14,3.02E+14,W BAYOU GRAND MARAIS AT AARON RD. NR ROANOKE,8080202,Lower Mississippi,54.38,STREAM,30.26,-92.705,5,"<a href=http://maps.google.com/?q=30.2606972222,-92.7052833333+(301538092421900)&z=14>google map</a>"
LA,LOUISIANA,ST. TAMMANY,3.02E+14,3.02E+14,BAYOU CASTINE @ HWY 190 NR MANDEVILLE,8090201,Lower Mississippi,6.18,STREAM,30.351,-90.039,S,"<a href=http://maps.google.com/?q=30.3515840773,-90.0392412879+(302105090022100)&z=14>google map</a>"
LA,LOUISIANA,ST. TAMMANY,3.02E+14,3.02E+14,BAYOU LIBERTY @ BONFOUCA,8090201,Lower Mississippi,29.66,STREAM,30.267,-89.846,S,"<a href=http://maps.google.com/?q=30.267973112,-89.846454993+(301604089504700)&z=14>google map</a>"
LA,LOUISIANA,ST. TAMMANY,3.02E+14,3.02E+14,BAYOU CANE @ HWY 190 NR MANDEVILLE,8090201,Lower Mississippi,9.27,STREAM,30.337,-90.005,S,"<a href=http://maps.google.com/?q=30.3376954893,-90.0050734448+(302015090001800)&z=14>google map</a>"
FL,FLORIDA,MADISON,3.02E+14,3.02E+14,SUWANNEE RIVER NEAR SUWANACOOCHEE SPRING (88),,,-999,STREAM,30.387,-83.171,S,"<a href=http://maps.google.com/?q=30.3871618891,-83.1715280201+(302313083101800)&z=14>google map</a>"
